source,source_id,page,line,image_path,ground_truth_text
Guardiola - Tratado nobleza transcription,source3,13,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_002.png,imprimir el dicho libro que de suso se ha-
Guardiola - Tratado nobleza transcription,source3,13,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_003.png,ze mencion por el original que en el nuestro
Guardiola - Tratado nobleza transcription,source3,13,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_004.png,Consejo se vio que va rubricado y firmado
Guardiola - Tratado nobleza transcription,source3,13,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_005.png,al fin de Pedro del Marmol nuestro escri-
Guardiola - Tratado nobleza transcription,source3,13,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_006.png,vano de camara de los que residen en el
Guardiola - Tratado nobleza transcription,source3,13,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_007.png,"nuestro Consejo, con que antes que se ven-"
Guardiola - Tratado nobleza transcription,source3,13,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_008.png,da le traygays ante ellos jusntamente con
Guardiola - Tratado nobleza transcription,source3,13,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_009.png,el dicho original para q se vea si la dicha
Guardiola - Tratado nobleza transcription,source3,13,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_010.png,"impression esta conforme a el, y traygays"
Guardiola - Tratado nobleza transcription,source3,13,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_011.png,fee en publica forma como por corrector
Guardiola - Tratado nobleza transcription,source3,13,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_012.png,nombrado por nuestro mandado se vio y
Guardiola - Tratado nobleza transcription,source3,13,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_013.png,corrigio la dicha impression por el origi-
Guardiola - Tratado nobleza transcription,source3,13,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_014.png,nal: y mandamos al impressor que ansi im-
Guardiola - Tratado nobleza transcription,source3,13,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_015.png,primiere el dicho libro no imprima el prin
Guardiola - Tratado nobleza transcription,source3,13,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_016.png,"cipio ni el primero pliego del, ni entregue"
Guardiola - Tratado nobleza transcription,source3,13,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_017.png,mas de un sol olibro con el original al au-
Guardiola - Tratado nobleza transcription,source3,13,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_018.png,"tor, o persona a cuya costa le imprimie-"
Guardiola - Tratado nobleza transcription,source3,13,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_019.png,"re, ni a otra alguna para efecto de la di-"
Guardiola - Tratado nobleza transcription,source3,13,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_020.png,cha correccion y tassa cierta que antes
Guardiola - Tratado nobleza transcription,source3,13,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_021.png,y primero el dicho libro este corregido y
Guardiola - Tratado nobleza transcription,source3,13,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_022.png,"tassado por los del nuestro Consejo, y es-"
Guardiola - Tratado nobleza transcription,source3,13,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_023.png,tando fecho y no de otra manera pueda
Guardiola - Tratado nobleza transcription,source3,13,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_024.png,imprimir el dicho principio y primer plie
Guardiola - Tratado nobleza transcription,source3,13,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_025.png,"go, en el qual seguidamente ponga esta"
Guardiola - Tratado nobleza transcription,source3,13,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_026.png,"nuestra cedula, licencia y privilegio, y la"
Guardiola - Tratado nobleza transcription,source3,13,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/13_line_027.png,"aprovacion, tassa y erratas, so pena de"
Guardiola - Tratado nobleza transcription,source3,14,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_001.png,caer e incurrir en las penas contenidas en
Guardiola - Tratado nobleza transcription,source3,14,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_002.png,la dicha pragmatica e leyes de nuestros
Guardiola - Tratado nobleza transcription,source3,14,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_003.png,Reynos. Y mandamos que durante el di-
Guardiola - Tratado nobleza transcription,source3,14,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_004.png,cho tiempo persona alguna sin vuestra li-
Guardiola - Tratado nobleza transcription,source3,14,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_005.png,cencia no lo pueda imprimir ni vender so
Guardiola - Tratado nobleza transcription,source3,14,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_006.png,pena que el que lo imprimiere aya perdido
Guardiola - Tratado nobleza transcription,source3,14,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_007.png,"y pierda todos y qualesquier libros, mol-"
Guardiola - Tratado nobleza transcription,source3,14,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_008.png,des y aparejos que de los dichos libros tu
Guardiola - Tratado nobleza transcription,source3,14,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_009.png,"viere, y mas incurra en pena de cinquenta"
Guardiola - Tratado nobleza transcription,source3,14,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_010.png,mil maravedis por cada vez aue lo contra-
Guardiola - Tratado nobleza transcription,source3,14,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_011.png,"rio hiziere, la qual dicha pena sea la tercia"
Guardiola - Tratado nobleza transcription,source3,14,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_012.png,"parte para el juez que lo sentenciare, y la"
Guardiola - Tratado nobleza transcription,source3,14,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_013.png,otra tercia parte para la persona que lo
Guardiola - Tratado nobleza transcription,source3,14,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_014.png,"denunciare, y la otra tercia parte para la"
Guardiola - Tratado nobleza transcription,source3,14,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_015.png,nuestra camara. Y mandamos a los del nue
Guardiola - Tratado nobleza transcription,source3,14,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_016.png,stro Consejo Presidentes y Oydores de las
Guardiola - Tratado nobleza transcription,source3,14,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_017.png,"nras Audiencias Alcaldes, alguaziles de la"
Guardiola - Tratado nobleza transcription,source3,14,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_018.png,"nuestra casa, Corte chancillerias, y a todos"
Guardiola - Tratado nobleza transcription,source3,14,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_019.png,"los Corregidores, Assistente, Governado-"
Guardiola - Tratado nobleza transcription,source3,14,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_020.png,"res, Alcaldes mayores y ordinarios, y otros"
Guardiola - Tratado nobleza transcription,source3,14,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_021.png,juezes y justicias qualesquier de todas las
Guardiola - Tratado nobleza transcription,source3,14,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_022.png,"ciudades, villas y lugares de los nros Rey-"
Guardiola - Tratado nobleza transcription,source3,14,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_023.png,"nos y Señorios, ansi a los q agora son, co-"
Guardiola - Tratado nobleza transcription,source3,14,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_024.png,mo a los que seran de aquí adelante q vos
Guardiola - Tratado nobleza transcription,source3,14,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_025.png,guarden y cumplan esta nuestra cedula
Guardiola - Tratado nobleza transcription,source3,14,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_026.png,"y merced que ansi vos hazemos, y contra"
Guardiola - Tratado nobleza transcription,source3,14,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/Guardiola - Tratado nobleza transcription/14_line_027.png,"el tenor y forma della, y de lo en ella conte"
PORCONES.228.38 – 1646,source4,1,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_001.png,POR
PORCONES.228.38 – 1646,source4,1,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_002.png,ANTONIO GOMEZ
PORCONES.228.38 – 1646,source4,1,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_003.png,"Oimentel, mercader, padre de"
PORCONES.228.38 – 1646,source4,1,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_004.png,Iacinto Gomez Pi-
PORCONES.228.38 – 1646,source4,1,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_005.png,mentel.
PORCONES.228.38 – 1646,source4,1,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_006.png,CON
PORCONES.228.38 – 1646,source4,1,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_007.png,Doña Leonor Rabasco; y doña
PORCONES.228.38 – 1646,source4,1,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_008.png,Bernarda de Almeyda
PORCONES.228.38 – 1646,source4,1,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_009.png,su hija.
PORCONES.228.38 – 1646,source4,1,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_010.png,"Non occidentur parentes pro filijs, nec filij pro"
PORCONES.228.38 – 1646,source4,1,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_011.png,parentibus. Sed vnusquisque pro peccato suo
PORCONES.228.38 – 1646,source4,1,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_012.png,morietur. Deuteron. Cap. 24.
PORCONES.228.38 – 1646,source4,1,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_013.png,Pretende Antonio Gomez Pi
PORCONES.228.38 – 1646,source4,1,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_014.png,mentel se reuoque el auto de la Sala
PORCONES.228.38 – 1646,source4,1,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_015.png,"de los señores Alcaldes, en que man-"
PORCONES.228.38 – 1646,source4,1,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_016.png,"daron, que el mandamiento despacha"
PORCONES.228.38 – 1646,source4,1,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_017.png,"do contra Iacinto Gomez Pimentel,"
PORCONES.228.38 – 1646,source4,1,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_018.png,por ochocientos ducados para la dicha doña Leo-
PORCONES.228.38 – 1646,source4,1,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_019.png,"nor Rauasco, y por setenta mil marauedis para la"
PORCONES.228.38 – 1646,source4,1,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_020.png,"Camara, se entienda contra Antonio Gomez Pi-"
PORCONES.228.38 – 1646,source4,1,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_021.png,mentel su padre; y se cobren de él las dichas canti
PORCONES.228.38 – 1646,source4,1,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_022.png,dades.
PORCONES.228.38 – 1646,source4,1,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/1_line_023.png,2 Consiste el fundamento principal de la jus-
PORCONES.228.38 – 1646,source4,2,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_001.png,"ticia de esta parte en ajuitar con certeza, y claridad"
PORCONES.228.38 – 1646,source4,2,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_002.png,"el hecho verdadero de este negocio, que consiste"
PORCONES.228.38 – 1646,source4,2,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_003.png,en que Iacinto Gomez Pimentel fue preso el mes
PORCONES.228.38 – 1646,source4,2,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_004.png,"de Agosto del año passado de 1643. por querella,"
PORCONES.228.38 – 1646,source4,2,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_005.png,"que de él dio doña Leonor Rauasco, por dezirla"
PORCONES.228.38 – 1646,source4,2,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_006.png,"auia estrupado, y queriendole prender vnos Algua"
PORCONES.228.38 – 1646,source4,2,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_007.png,"ziles de esta Corte, les hizo resistencia, y sobe ello"
PORCONES.228.38 – 1646,source4,2,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_008.png,"se le hizo nueua causa, y por ello fue condenado"
PORCONES.228.38 – 1646,source4,2,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_009.png,"en seis años de galeras, y lleuado a la caxa de Tole"
PORCONES.228.38 – 1646,source4,2,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_010.png,"do, y por sentencia de reuista se le conmutó la di-"
PORCONES.228.38 – 1646,source4,2,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_011.png,"cha pena de galeras, en quatro años del presidio de"
PORCONES.228.38 – 1646,source4,2,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_012.png,Oran.
PORCONES.228.38 – 1646,source4,2,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_013.png,3 Estando condenado Iacinto Gomez en la
PORCONES.228.38 – 1646,source4,2,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_014.png,"pena referida, siguió doña Leonor Rauasco su que"
PORCONES.228.38 – 1646,source4,2,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_015.png,"rella de estrupo, contra Iacinto Gomez Pimentel, y"
PORCONES.228.38 – 1646,source4,2,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_016.png,"conclusa la causa por sentencia de vista, que se dio"
PORCONES.228.38 – 1646,source4,2,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_017.png,en ocho de Febrero de 1645. fue condenado en
PORCONES.228.38 – 1646,source4,2,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_018.png,"quatro años mas del presidio de Oran, y en mil du"
PORCONES.228.38 – 1646,source4,2,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_019.png,"cados para la parte querellante, y en cien mil mara"
PORCONES.228.38 – 1646,source4,2,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_020.png,"uedis para la Camara, de que suplicó, y por senten-"
PORCONES.228.38 – 1646,source4,2,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_021.png,"cia de reuista, que se dio en diez de Mayo del di-"
PORCONES.228.38 – 1646,source4,2,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_022.png,cho año de 1645. se confirmó la sentencia de vis-
PORCONES.228.38 – 1646,source4,2,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_023.png,"ta, con que los mil ducados fuessen ochocientos,"
PORCONES.228.38 – 1646,source4,2,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_024.png,"y los cien mil marauedis, setenta mil, y los quatro"
PORCONES.228.38 – 1646,source4,2,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_025.png,"años de presidio, dos."
PORCONES.228.38 – 1646,source4,2,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_026.png,"4 En execución desta executoria, se despachó"
PORCONES.228.38 – 1646,source4,2,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_027.png,"mandamiento para cobrar las penas pecuniarias, y"
PORCONES.228.38 – 1646,source4,2,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_028.png,"se requirió con el á Antonio Gomez Pimentel, pa"
PORCONES.228.38 – 1646,source4,2,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_029.png,"dre de Iacinto Gomez, para que diesse bienes de su"
PORCONES.228.38 – 1646,source4,2,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_030.png,"hijo, el qual respondio, quela tenia entregada, y pa"
PORCONES.228.38 – 1646,source4,2,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_031.png,"gada toda su legitima materna, y que no tenia bie"
PORCONES.228.38 – 1646,source4,2,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_032.png,nes suyos.
PORCONES.228.38 – 1646,source4,2,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_033.png,"5 Doña Leonor Rauasco pidio se mandasse,"
PORCONES.228.38 – 1646,source4,2,34,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_034.png,"que el mandamiento despachado, se entendiesse"
PORCONES.228.38 – 1646,source4,2,35,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/2_line_035.png,"con Antonio Gomez Pimentel, por tener en su po-"
PORCONES.228.38 – 1646,source4,3,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_001.png,"der seis mil ducados, que auian tocado a su hijo Ia-"
PORCONES.228.38 – 1646,source4,3,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_002.png,cinto Gomez por su legitima materna: y para que
PORCONES.228.38 – 1646,source4,3,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_003.png,"dello constasse pidio compulsorio, para que Anto"
PORCONES.228.38 – 1646,source4,3,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_004.png,"nio Cadenas Escriuano de Prouincia, le diesse vn"
PORCONES.228.38 – 1646,source4,3,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_005.png,"testimonio de la particion, que se auia hecho de"
PORCONES.228.38 – 1646,source4,3,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_006.png,"los bienes de doña Beatriz de Silua, entre Atonio"
PORCONES.228.38 – 1646,source4,3,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_007.png,"Gomez Pimentel, y sus hijos."
PORCONES.228.38 – 1646,source4,3,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_008.png,6 Por testimonio de Antonio Cadenas Escri-
PORCONES.228.38 – 1646,source4,3,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_009.png,"uano de Prouincia consta, que ante el como tal Es-"
PORCONES.228.38 – 1646,source4,3,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_010.png,"criuano, se presentó la dicha cuenta, y particion,"
PORCONES.228.38 – 1646,source4,3,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_011.png,"y que se pidio su aprouacion, y que se auia dado"
PORCONES.228.38 – 1646,source4,3,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_012.png,"traslado dellas a las partes, y que Antonio Gomez"
PORCONES.228.38 – 1646,source4,3,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_013.png,"auia dicho de agrauios contra ellas, pretendiendo"
PORCONES.228.38 – 1646,source4,3,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_014.png,"se le auian de hazer buenos, y pagar seis mil duca-"
PORCONES.228.38 – 1646,source4,3,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_015.png,"dos por el capital, que auia lleuado al matrimonio"
PORCONES.228.38 – 1646,source4,3,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_016.png,"con doña Beatriz de Silua, y trecientos ducados que"
PORCONES.228.38 – 1646,source4,3,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_017.png,auia gastado en su funeral.
PORCONES.228.38 – 1646,source4,3,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_018.png,"7 Tambien consta por dicho testimonio, que"
PORCONES.228.38 – 1646,source4,3,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_019.png,Iacinto Gomez Pimentel huuo de auer por su le-
PORCONES.228.38 – 1646,source4,3,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_020.png,"gitima materna 51?681. reales, y que se le adju-"
PORCONES.228.38 – 1646,source4,3,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_021.png,"dicaron, y pagaron en diferentes deuitos que se que-"
PORCONES.228.38 – 1646,source4,3,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_022.png,"daron deuiendo, quando murio doña Beatriz"
PORCONES.228.38 – 1646,source4,3,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_023.png,"de Silua, y en otros efectos, que se auian de co-"
PORCONES.228.38 – 1646,source4,3,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_024.png,brar.
PORCONES.228.38 – 1646,source4,3,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_025.png,"8 Al fin de este testimonio, dize, que los Con-"
PORCONES.228.38 – 1646,source4,3,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_026.png,tadores hizieron la dicha particion con declara-
PORCONES.228.38 – 1646,source4,3,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_027.png,"cion, que si Antionio Gomez Pimentel se quisiesse"
PORCONES.228.38 – 1646,source4,3,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_028.png,"encargar de la cobranza de los 115?840. reales, que"
PORCONES.228.38 – 1646,source4,3,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_029.png,"montan las deudas que van partidas, entre los he"
PORCONES.228.38 – 1646,source4,3,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_030.png,"rederos contenidas en la relacion jurada, que dio,"
PORCONES.228.38 – 1646,source4,3,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_031.png,"se le ha de satisfacer por los tres herederos, cada v-"
